Sum of balls,Sum of batsman_id,Sum of batsman_position,Sum of bowler_id,fielders,Sum of fours,Sum of innings,isout,Sum of match_id,Sum of runs,Sum of sixes,Sum of strikerate,team,wickettype
47,55650,11,0,{11399},12,4,true,1418653,66,0,241.3,Mumbai,run out
90,173768,17,248144,{11399},12,7,true,2327134,136,7,726.4,RCB,caught
1,10557,8,0,{11399},1,1,true,336006,4,0,400,RCB,run out
64,112779,11,152613,{11399},4,5,true,1668009,58,1,299.1,Royals,caught
53,50242,18,90664,{11399},4,4,true,1621704,67,4,511.54,Super Kings,caught
14,10406,2,48965,{11399},2,1,true,501213,12,0,85.71,Warriors,caught
11,8999,5,69697,{114297},0,2,true,1359523,12,1,109.09,Super Kings,caught
7,2347,2,48965,{11647},1,2,true,336014,5,0,71.42,Chargers,caught
8,48128,3,44908,{11647},1,2,true,336027,13,1,162.5,Royals,caught
47,51454,3,0,"{11920,2232}",8,1,true,598061,66,1,140.42,Warriors,run out
1,7139,7,0,"{11920,48998}",0,1,true,829737,0,0,0,Mumbai,run out
8,15308,9,0,"{11920,49039}",0,1,true,597998,4,0,50,Daredevils,run out
3,7419,3,12020,{11920},0,2,true,419108,0,0,0,Daredevils,caught
101,202948,34,168801,{11920},14,7,true,3937657,120,1,769.08,Kings XI,caught
12,7568,1,8161,{11920},3,1,true,419127,14,0,116.66,KKR,caught
2,1934,2,48277,{11920},0,1,true,548363,2,0,100,Mumbai,stumping
48,117106,13,74472,{11920},4,7,true,2034337,65,3,567.27,RCB,caught
36,7568,2,49039,{11920},1,1,true,598057,33,1,91.66,RCB,stumping
51,112745,9,144605,{11920},6,3,true,1875640,55,1,224.63,Royals,caught
69,214725,21,215438,{11920},6,5,true,2746796,58,0,320.59,Royals,stumping
24,20487,12,51009,{11920},2,2,true,1330943,34,1,304.75,Super Kings,caught
13,54968,10,11254,{11920},0,4,true,1196106,6,0,95.45,Warriors,caught
18,15887,1,7129,{11930},5,1,true,501243,29,0,161.11,Chargers,caught
4,10406,2,47695,{11930},0,2,true,392230,0,0,0,Royals,caught
12,6377,5,0,"{11984,4176}",1,1,true,501254,23,2,191.66,Kochi,run out
11,44946,1,0,"{11984,4176}",1,1,true,548319,7,0,63.63,Warriors,run out
118,9076,7,24545,{11984},10,5,true,1147349,110,3,275.51,Chargers,caught
67,73898,22,73385,{11984},7,8,true,2237598,75,2,440.62,Daredevils,caught
46,21507,6,17409,{11984},5,4,true,838266,60,2,264.38,Kings XI,caught
42,49287,5,65662,{11984},6,4,true,1099250,48,0,148.68,KKR,caught
52,6315,2,0,{11984},8,1,true,501254,76,2,146.15,Kochi,run out
24,108500,12,86452,{11984},4,4,true,1571279,24,0,270.29,Mumbai,caught
78,137533,18,82565,{11984},9,8,true,2052111,110,6,527.74,RCB,caught
34,12106,2,44908,{11984},10,1,true,336000,60,1,176.47,Royals,caught
1,7549,8,0,{11984},0,1,true,392233,0,0,0,Royals,run out
39,62182,3,47185,{11984},5,2,true,598021,46,0,117.94,Sunrisers,caught
11,49247,5,47185,{11984},1,2,true,548343,17,1,154.54,Super Kings,caught
31,141060,14,124987,{11984},9,4,true,1647592,49,1,423.33,Warriors,caught
8,7634,7,47154,{12018},0,1,true,336002,8,1,100,Chargers,caught
28,19180,8,96750,{12018},9,4,true,837242,52,1,302.91,Daredevils,caught
20,8821,4,44853,{12018},3,1,true,548311,25,0,125,Super Kings,caught
18,20058,10,57741,{12020},0,2,true,837228,7,0,77.5,Chargers,caught
36,49752,2,11399,{12020},5,1,true,336006,34,0,94.44,RCB,caught
31,7773,1,0,"{12049,52539}",6,2,true,336026,39,0,125.8,Daredevils,run out
6,9505,5,0,"{12049,9587}",0,1,true,501236,19,3,316.66,Super Kings,run out
27,8163,7,36039,{12049},2,1,true,419164,24,1,88.88,Chargers,caught
42,92447,18,130158,{12049},5,7,true,2499515,43,0,688.18,Daredevils,caught
73,181804,23,193900,{12049},13,11,true,3000884,106,4,795.2,Kings XI,caught
32,71528,9,59669,{12049},4,3,true,1353199,27,0,183.33,KKR,caught
22,2024,3,0,{12049},2,1,true,336010,20,0,90.9,KKR,run out
23,49193,8,53549,{12049},4,2,true,501229,22,0,95.65,Kochi,caught
23,8813,3,15731,{12049},4,2,true,598060,30,0,130.43,Mumbai,caught
40,47078,5,49327,{12049},5,1,true,598004,44,0,110,RCB,caught
24,2281,1,0,{12049},2,2,true,598065,25,1,104.16,Royals,run out
80,112681,19,124796,{12049},6,8,true,2342348,65,1,219.77,Warriors,caught
51,7419,4,0,"{12084,4176}",7,1,true,392237,65,1,127.45,Daredevils,run out
7,47100,11,0,"{12084,4176}",0,2,true,392220,5,0,71.42,Royals,run out
44,9235,6,0,"{12084,8999}",10,2,true,501246,55,0,125,Daredevils,run out
3,52539,2,0,"{12084,8999}",0,1,true,501267,1,0,33.33,KKR,run out
11,12018,5,51098,{12084},1,1,true,501256,10,0,90.9,Chargers,caught
8,7630,5,50810,{12084},1,2,true,419120,8,0,100,Daredevils,caught
7,11920,2,0,{12084},0,2,true,419117,0,0,0,Kings XI,run out
60,12616,2,22240,{12084},5,2,true,893495,79,4,251.58,KKR,caught
10,56559,13,106696,{12084},0,2,true,838260,4,0,80,Mumbai,caught
7,2232,1,47123,{12084},0,1,true,392236,5,0,71.42,RCB,caught
13,11007,7,97910,{12084},2,3,true,1146326,15,0,210,Royals,caught
10,15716,3,54282,{12084},1,2,true,598015,8,0,80,Super Kings,caught
13,55043,8,94200,{12106},1,3,true,728236,7,0,70,Daredevils,caught
18,27351,8,95228,{12106},2,2,true,672054,19,1,200,KKR,caught
5,45257,4,10125,{12106},0,2,true,336008,1,0,20,Mumbai,caught
12,48520,6,48128,{12106},0,1,true,336040,8,0,66.66,Super Kings,caught
8,2314,4,0,"{12400,12701}",2,1,true,419134,16,1,200,Daredevils,run out
19,7593,4,0,"{12400,12701}",2,2,true,419129,21,0,110.52,Super Kings,run out
29,8107,3,0,"{12400,59324}",10,2,true,419154,62,2,213.79,RCB,run out
29,2024,4,47100,{12400},3,2,true,419118,33,0,113.79,KKR,caught
18,93903,11,96746,{12402},2,2,true,672064,17,0,100,Mumbai,caught
19,7632,4,7520,{12402},0,1,true,335984,9,0,47.36,Royals,caught
2,10556,8,0,"{12562,47695}",0,2,true,419128,2,0,100,RCB,run out
8,45554,1,0,"{12562,63646}",1,1,true,1082640,8,0,100,Guj Lions,run out
4,60806,4,0,"{12562,70405}",0,2,true,1359500,2,0,50,Royals,run out
3,6769,7,0,"{12562,8813}",0,1,true,419111,3,0,100,Royals,run out
27,2232,3,0,"{12562,9900}",6,1,true,598013,41,0,151.85,KKR,run out
31,8876,2,0,"{12562,9900}",7,2,true,548348,41,0,132.25,Warriors,run out
42,74053,12,82539,{12562},5,6,true,2381033,57,3,395.62,KKR,caught
58,119202,10,131092,{12562},5,5,true,2723785,49,0,400.6,Mumbai,caught
41,63546,7,104730,{12562},4,3,true,893402,52,2,251.64,RCB,caught
69,178282,14,113612,{12562},6,4,true,2606276,85,3,305.06,Royals,caught
8,12106,3,0,{12562},1,2,true,392198,11,1,137.5,Royals,run out
131,240618,8,232180,{12562},19,4,true,4782630,147,1,403.74,Sunrisers,caught
1,64479,3,0,{12562},0,1,true,981003,1,0,100,Sunrisers,run out
42,166162,23,246285,{12562},6,9,true,3201153,41,0,378.93,Super Kings,caught
13,12894,8,0,{12562},0,1,true,419155,6,0,46.15,Super Kings,run out
7,48965,10,64244,{12562},1,2,true,1082599,7,0,100,Supergiant,caught
5,8742,4,12562,{12562},1,1,true,501259,4,0,80,Warriors,caught
10,44853,5,4173,{12601},1,1,true,548366,24,2,240,Chargers,caught
81,122520,14,191131,{12601},11,6,true,2004960,120,7,551.15,Daredevils,caught
62,19388,11,59207,{12601},4,2,true,784458,68,1,193.38,Kings XI,caught
56,49079,4,109894,{12601},9,3,true,893462,61,0,267.14,KKR,caught
58,62562,9,107638,{12601},2,5,true,1203562,62,3,278.38,Mumbai,caught
102,25117,8,110557,{12601},21,3,true,1421633,188,10,517.34,RCB,caught
53,82655,13,202920,{12601},9,5,true,1887856,77,3,500.8,Royals,caught
6,12894,7,12601,{12601},0,1,true,419147,5,0,83.33,Super Kings,caught
13,2166,8,0,{12619},0,1,true,419126,8,0,61.53,Chargers,run out
12,7781,2,44876,{12619},3,1,true,419134,19,1,158.33,Daredevils,caught
5,2232,1,61489,{12619},0,2,true,548323,1,0,20,KKR,caught
33,8999,5,10485,{12619},6,1,true,419107,55,2,166.66,Mumbai,caught
13,62182,3,51050,{12619},0,2,true,598069,6,0,46.15,Sunrisers,caught
18,8821,2,4173,{12619},4,2,true,548343,25,0,138.88,Super Kings,caught
34,54100,6,0,"{12701,44829}",5,4,true,1468052,40,1,121.21,KKR,run out
66,77073,18,118663,{12701},9,5,true,2017034,80,2,339.72,Chargers,caught
28,50752,6,51247,{12701},2,2,true,811346,34,2,242.85,Chargers,stumping
41,124231,5,120573,{12701},5,6,true,2381097,46,2,164.15,Daredevils,caught
31,58406,1,15731,{12701},9,2,true,829793,50,1,161.29,Daredevils,stumping
72,84138,7,95281,{12701},7,2,true,2165239,91,4,246.25,Guj Lions,caught
61,341825,29,380726,{12701},7,9,true,5266580,60,1,626.24,Kings XI,caught
46,127528,12,97457,{12701},12,5,true,1674586,73,2,441.02,Kings XI,stumping
111,434686,44,436659,{12701},13,15,true,8106785,109,1,1042.77,KKR,caught
17,13773,11,57792,{12701},1,3,true,940540,13,0,152.77,KKR,stumping
34,14240,12,94578,{12701},3,4,true,1002466,40,1,252.44,Kochi,caught
145,522873,79,592767,{12701},15,21,true,11035568,148,3,1080.32,Mumbai,caught
23,54827,13,0,{12701},5,3,true,811332,41,1,314.44,Mumbai,run out
64,145424,20,260402,{12701},7,10,true,4090504,88,5,509.64,RCB,caught
10,104751,15,0,{12701},1,3,true,1715040,9,0,175,RCB,run out
21,8742,4,2000,{12701},2,2,true,419154,26,1,123.8,RCB,stumping
99,249885,19,345948,{12701},14,13,true,5006832,100,1,659.23,Royals,caught
1,6377,4,0,{12701},0,2,true,548345,1,0,100,Royals,run out
40,65008,12,127117,{12701},3,3,true,1645076,33,0,167.37,Super Kings,caught
44,2119,2,2000,{12701},4,2,true,392217,48,1,109.09,Super Kings,stumping
21,7593,5,54283,{12701},2,1,true,1082634,31,2,147.61,Supergiant,caught
50,169358,16,175890,{12701},6,8,true,3923880,59,2,258.85,Supergiants,caught
13,8742,1,47289,{12701},2,1,true,548333,10,0,76.92,Warriors,caught
6,55449,8,59205,{12810},0,2,true,672012,0,0,0,RCB,caught
7,1973,10,0,{12810},0,1,true,336006,3,0,42.85,RCB,run out
3,7678,9,0,"{12894,7593}",0,2,true,419165,1,0,33.33,Mumbai,run out
9,59599,2,0,"{12894,86165}",0,2,true,1216546,5,0,55.55,Kings XI,run out
41,15887,2,58253,{12894},7,2,true,1178412,56,1,136.58,Capitals,caught
1,61832,6,0,{12894},0,2,true,1175368,0,0,0,Capitals,run out
38,215030,10,178396,{12894},4,6,true,2957192,35,0,329.37,Daredevils,caught
43,116192,20,140965,{12894},0,6,true,2800999,33,0,332.26,Kings XI,caught
22,10129,2,0,{12894},4,1,true,548343,32,1,145.45,Kings XI,run out
37,123019,11,198355,{12894},2,6,true,3631104,29,1,238.19,KKR,caught
27,133812,20,186656,{12894},0,4,true,3107694,17,0,201.66,Mumbai,caught
31,51057,3,0,{12894},3,1,true,729303,39,1,125.8,Mumbai,run out
103,368351,26,387292,{12894},18,11,true,7275972,124,2,613.18,RCB,caught
126,363473,36,410241,{12894},8,13,true,7918942,118,2,765.43,Royals,caught
43,53271,2,0,{12894},10,2,true,1175359,69,2,160.46,Royals,run out
9,103249,4,159279,{12894},0,2,true,2314982,1,0,16.66,Sunrisers,caught
7,46888,4,0,{12894},0,1,true,1178397,12,0,171.42,Sunrisers,run out
14,59339,4,84635,{12894},2,2,true,1304066,8,0,57.14,Super Giants,caught
45,153083,10,139045,{12894},4,4,true,3644792,51,1,346.15,Super Kings,caught
35,8999,3,0,{12894},5,2,true,1136572,49,1,140,Super Kings,run out
28,77887,5,61325,{12894},4,1,true,1304070,43,2,153.57,Titans,caught
33,110967,11,140801,{12894},4,4,true,1550786,29,0,310.25,Warriors,caught
6,60806,3,0,"{12928,9900}",0,2,true,729305,2,0,33.33,Royals,run out
14,8197,4,47308,{12928},3,2,true,336024,17,0,121.42,Chargers,caught
5,49330,8,0,{12928},0,2,true,336024,2,0,40,Chargers,run out
0,47185,10,0,{12928},0,1,true,392222,0,0,0,Kings XI,run out
73,24013,10,124330,{12928},5,4,true,2135368,64,1,305.95,KKR,caught
1,49752,6,7804,{12928},0,1,true,336012,0,0,0,RCB,caught
16,57947,15,14278,{12928},0,4,true,784436,10,0,133.33,RCB,stumping
31,110605,24,121271,{12928},3,5,true,1344060,25,0,214.44,Royals,caught
9,10406,1,2228,{12928},0,1,true,336008,5,0,55.55,Royals,stumping
31,73057,12,147453,{12928},2,4,true,1064263,23,1,112.31,Super Kings,caught
18,15716,3,7716,{12928},2,2,true,734035,18,0,100,Super Kings,stumping
17,92565,11,63570,{15267},2,3,true,811323,37,3,316.66,Mumbai,caught
16,10787,1,9505,{15267},3,1,true,419129,30,2,187.5,Royals,caught
18,52521,7,0,"{15308,63646}",3,1,true,729309,22,0,122.22,Mumbai,run out
5,75995,6,0,"{15308,7678}",0,1,true,1082595,9,1,180,RCB,run out
26,54440,7,115718,{15308},2,2,true,1096650,23,0,170.47,Chargers,caught
49,15887,2,0,{15308},9,1,true,548329,84,5,171.42,Chargers,run out
4,45554,1,0,{15308},2,1,true,1082632,9,0,225,Guj Lions,run out
19,8742,3,15308,{15308},2,1,true,1136573,35,3,184.21,KKR,caught
39,146485,14,70324,{15308},1,5,true,2257500,53,4,435.71,Mumbai,caught
82,206961,14,92576,{15308},8,5,true,3532780,95,3,331.67,RCB,caught
36,104367,6,78817,{15308},3,2,true,1814519,37,0,191.66,Royals,caught
19,9900,2,15308,{15308},4,2,true,598010,19,0,100,Sunrisers,caught
8,58269,1,0,{15308},0,2,true,598010,1,0,12.5,Sunrisers,run out
24,7593,5,7678,{15308},3,1,true,829801,27,1,112.5,Super Kings,caught
5,61999,4,61832,{15308},2,2,true,1082599,10,0,200,Supergiant,caught
4,2024,3,47289,{15308},0,1,true,548337,1,0,25,Warriors,caught
5,7773,2,0,"{15317,7593}",2,2,true,980939,11,0,220,KKR,run out
22,8021,5,0,"{15317,8999}",0,2,true,419150,22,1,100,Royals,run out
37,49005,1,57148,{15317},5,1,true,501208,38,1,102.7,Chargers,caught
18,122156,24,66678,{15317},1,6,true,1432748,15,0,158.33,Daredevils,caught
3,62051,8,0,{15317},0,1,true,980965,1,0,33.33,Daredevils,run out
1,75325,8,0,{15317},0,2,true,980949,0,0,0,Guj Lions,run out
90,231955,25,253209,{15317},13,8,true,4062189,98,2,493.47,Kings XI,caught
43,62658,9,28927,{15317},4,2,true,1659522,64,4,290.78,KKR,caught
1,8807,6,47695,{15317},0,1,true,501200,0,0,0,Kochi,caught
8,7139,7,45258,{15317},3,1,true,598033,16,0,200,Mumbai,caught
30,57859,6,77779,{15317},1,3,true,1635656,30,1,195.53,RCB,caught
65,126624,16,179722,{15317},4,4,true,3772730,74,5,395.07,Sunrisers,caught
31,141196,8,83980,{15317},1,4,true,2271337,37,3,259.06,Super Kings,caught
33,60330,5,14936,{15317},4,4,true,1049594,32,0,212.6,Warriors,caught
16,7716,3,0,"{15473,10125}",2,1,true,336019,49,6,306.25,Kings XI,run out
7,58340,7,0,"{15473,10401}",1,2,true,392233,6,0,85.71,KKR,run out
5,19627,10,0,"{15473,47252}",0,2,true,336038,3,0,60,Daredevils,run out
2,59261,10,0,"{15473,51216}",0,1,true,1136564,1,0,50,Royals,run out
42,8813,4,0,"{15473,52539}",4,1,true,501234,42,0,100,Kings XI,run out
59,14986,6,161217,{15473},7,5,true,1649598,56,2,294.74,Chargers,caught
116,241636,30,196594,{15473},14,10,true,4312277,133,2,797.65,Daredevils,caught
12,52290,1,47185,{15473},3,1,true,1082593,14,0,116.66,Guj Lions,caught
20,109122,16,59336,{15473},2,3,true,1846892,25,1,314.93,Kings XI,caught
29,98494,10,13486,{15473},2,2,true,1002461,37,3,233.83,Kochi,caught
95,168137,24,283135,{15473},7,13,true,5807733,82,2,615.13,Mumbai,caught
1,55392,17,0,{15473},0,3,true,990275,0,0,0,Mumbai,run out
195,256161,19,263201,{15473},26,13,true,5328778,227,6,762.39,RCB,caught
39,114712,11,69755,{15473},4,2,true,1637773,45,1,228.57,Royals,caught
6,58116,3,0,{15473},0,1,true,548320,1,0,16.66,Royals,run out
73,73489,9,108783,{15473},7,4,true,2066043,90,5,390.21,Sunrisers,caught
4,15731,8,0,{15473},0,1,true,734015,4,0,100,Sunrisers,run out
166,43296,13,95519,{15473},14,8,true,2718598,184,5,576.14,Super Kings,caught
47,94896,2,0,{15473},7,3,true,1248894,67,3,281.57,Super Kings,run out
22,2024,4,48277,{15473},0,1,true,501262,18,1,81.81,Warriors,caught
22,60806,4,0,"{15716,45257}",2,2,true,1136603,21,0,95.45,Royals,run out
16,58406,1,0,"{15716,49247,66722}",3,1,true,733981,24,2,150,Daredevils,run out
17,24777,5,0,"{15716,49247}",0,2,true,598020,12,0,70.58,Daredevils,run out
3,35812,4,0,"{15716,66253}",0,2,true,734029,7,1,233.33,Sunrisers,run out
49,2232,2,0,"{15716,7458}",7,1,true,419133,52,0,106.12,RCB,run out
11,3317,2,0,"{15716,7593}",2,1,true,419110,12,0,109.09,Chargers,run out
11,127225,24,0,"{15716,7593}",1,5,true,1903537,8,0,133.33,RCB,run out
25,214801,10,126701,{15716},2,4,true,3535552,19,0,252.22,Capitals,caught
79,103522,27,134388,{15716},7,11,true,2819321,88,3,488.75,Chargers,caught
158,445460,74,456355,{15716},16,23,true,8120745,176,6,1344.28,Daredevils,caught
2,86165,3,0,{15716},1,2,true,1082640,4,0,200,Daredevils,run out
222,482535,48,532833,{15716},20,16,true,8845320,247,9,1196.27,Kings XI,caught
1,48863,9,0,{15716},0,1,true,419121,0,0,0,Kings XI,run out
102,206047,28,264671,{15716},7,8,true,6382509,119,7,934.51,KKR,caught
16,8742,3,0,{15716},2,1,true,1136565,29,3,181.25,KKR,run out
13,49247,5,45487,{15716},1,2,true,501261,19,1,146.15,Kochi,caught
336,896729,112,989607,{15716},35,34,true,17536189,462,25,2422.03,Mumbai,caught
223,777496,75,792488,{15716},19,22,true,15048059,240,9,1449.91,RCB,caught
193,536365,78,477611,{15716},26,28,true,10231532,270,8,2058.59,Royals,caught
39,15473,5,0,{15716},3,2,true,336040,56,4,143.58,Royals,run out
76,177290,24,231744,{15716},5,8,true,5376097,98,6,535.18,Sunrisers,caught
3,62182,3,0,{15716},0,1,true,598030,2,0,66.66,Sunrisers,run out
3,51096,1,48319,{15716},0,1,true,1082603,0,0,0,Supergiant,caught
2,15317,2,0,{15716},0,1,true,980949,1,0,50,Supergiants,run out
21,101519,18,107089,{15716},2,4,true,1196076,26,1,130,Warriors,caught
11,8742,1,0,{15716},0,2,true,598038,10,1,90.9,Warriors,run out
5,52539,1,0,"{15731,7593}",0,1,true,1136620,5,0,100,Sunrisers,run out
13,8163,6,0,"{15731,8742}",0,1,true,392188,9,0,69.23,Chargers,run out
35,159361,17,215958,{15731},5,7,true,3647062,41,2,391.07,Daredevils,caught
16,35384,4,47078,{15731},3,2,true,829759,22,0,137.5,Kings XI,caught
23,23246,8,64412,{15731},3,4,true,1912387,27,1,216.96,KKR,caught
2,8813,3,49327,{15731},0,1,true,598039,0,0,0,Mumbai,caught
9,59610,7,51092,{15731},1,1,true,829719,14,1,155.55,RCB,caught
13,63087,4,111349,{15731},3,4,true,1734648,14,0,186.66,Royals,caught
2,51454,3,62022,{15731},0,2,true,1136580,0,0,0,Sunrisers,caught
3,7593,4,49193,{15731},0,1,true,598051,4,0,133.33,Super Kings,caught
11,46933,2,0,{15731},4,1,true,734029,19,0,172.72,Super Kings,run out
32,51096,1,15731,{15731},5,1,true,1082618,38,1,118.75,Supergiant,caught
30,45358,5,0,"{15732,8742}",4,2,true,598061,42,1,140,KKR,run out
15,48739,1,11271,{15732},5,2,true,419152,31,1,206.66,Daredevils,caught
36,7419,2,44660,{15732},5,1,true,598027,33,0,91.66,RCB,caught
9,50810,9,47100,{15732},1,1,true,501218,13,1,144.44,Warriors,caught
1,7804,10,0,"{15739,6315,12810}",0,2,true,336028,0,0,0,Mumbai,run out
19,11647,1,12020,{15739},5,2,true,336035,24,0,126.31,KKR,caught
18,47308,4,47185,{15739},1,2,true,336028,27,2,150,Mumbai,caught
6,55402,8,0,{15739},1,2,true,336028,15,1,250,Mumbai,run out
11,48739,1,0,"{15851,9587}",1,1,true,419149,6,0,54.54,Daredevils,run out
9,2347,3,47185,{15851},0,1,true,335999,7,0,77.77,Chargers,caught
28,22456,11,91876,{15851},2,4,true,811332,37,2,254.78,Mumbai,caught
2,8107,4,48879,{15851},0,1,true,392191,0,0,0,RCB,caught
20,30946,7,94370,{15851},3,3,true,784405,22,1,248.34,Royals,caught
51,33553,8,108068,{15851},9,4,true,1147386,79,4,355.37,Super Kings,caught
5,47185,8,0,"{15887,67296}",1,1,true,1175365,12,1,240,KKR,run out
15,10125,3,0,"{15887,7520}",3,1,true,335984,21,0,140,Royals,run out
37,129164,8,131935,{15887},5,2,true,2663648,48,2,181.71,Capitals,caught
37,69169,14,102521,{15887},3,4,true,1147318,30,0,253.63,Chargers,caught
88,295158,8,256881,{15887},10,6,true,4919552,113,5,547.88,Daredevils,caught
11,44930,5,0,{15887},1,2,true,548321,13,0,118.18,Daredevils,run out
29,113560,10,190787,{15887},5,3,true,3146256,34,0,220.94,Guj Lions,caught
115,328936,45,363018,{15887},13,16,true,6378281,137,4,790.37,Kings XI,caught
32,125957,5,0,{15887},3,2,true,2156303,31,1,175.35,Kings XI,run out
159,206931,38,459475,{15887},18,14,true,7929746,217,10,1033.48,KKR,caught
204,689223,73,747505,{15887},16,27,true,13572576,229,13,1503.03,Mumbai,caught
36,59599,2,68063,{15887},7,1,true,1254068,69,4,191.66,Punjab Kings,caught
178,607055,42,515581,{15887},33,21,true,11008011,307,16,2063.74,RCB,caught
184,877475,63,858529,{15887},21,28,true,15632700,206,6,1591.62,Royals,caught
81,291775,15,393197,{15887},9,7,true,6420488,104,7,593,Sunrisers,caught
31,120056,7,134592,{15887},8,2,true,2663600,61,4,325,Super Giants,caught
308,535036,37,736393,{15887},38,17,true,11916958,400,14,1501.98,Super Kings,caught
10,15317,5,7804,{15887},1,2,true,980979,9,0,90,Supergiants,caught
14,15716,3,2041,{17731},3,2,true,548318,23,1,164.28,Super Kings,caught
5,4176,2,7129,{17752},2,2,true,419135,9,0,180,Chargers,caught
11,15562,4,66939,{17752},4,4,true,1146364,18,0,180,Daredevils,caught
4,48277,7,10556,{17752},0,1,true,548315,4,0,100,KKR,caught
29,3317,2,7419,{17752},2,1,true,501200,36,2,124.13,Kochi,caught
23,9982,3,10280,{17752},6,1,true,419118,31,0,134.78,Royals,caught
2,12701,5,2000,{17780},0,1,true,501204,0,0,0,Daredevils,caught
64,110038,14,45378,{17780},9,6,true,1969918,84,4,445.6,Kings XI,caught
7,15716,3,2000,{17780},2,1,true,419137,13,0,185.71,Super Kings,caught
32,6256,1,0,{17780},2,2,true,548361,19,0,59.37,Super Kings,run out
23,7773,1,7139,{17850},2,2,true,392215,19,0,82.6,Daredevils,caught
1,12020,10,51098,{17850},0,1,true,335991,0,0,0,Kings XI,caught
14,49752,5,7804,{17850},3,2,true,335985,23,1,164.28,RCB,caught
11,9900,1,7804,{17850},3,1,true,335989,14,0,127.27,Super Kings,caught
22,8870,4,65915,{1934},3,5,true,1230480,17,0,113.33,Chargers,caught
16,7781,2,0,{1934},2,1,true,501201,19,1,118.75,Daredevils,run out
110,157030,19,151590,{1934},10,7,true,2089511,147,7,497.33,Kings XI,caught
23,49005,1,0,{1934},5,1,true,392222,43,3,186.95,Kings XI,run out
59,134185,34,283886,{1934},4,9,true,2629747,50,2,461.46,KKR,caught
11,87937,10,133009,{1934},1,4,true,1326229,5,0,100,RCB,caught
