fielders,isout,team,wickettype,Sum of balls,Sum of batsman_id,Sum of batsman_position,Sum of bowler_id,Sum of fours,Sum of innings,Sum of match_id,Sum of runs,Sum of sixes,Sum of strikerate
"{2347,4176}",true,Kings XI,run out,6,58893,10,0,0,3,784445,4,0,125
{26889},true,Chargers,caught,6,47154,9,50121,1,1,501250,11,0,183.33
{35384},true,Royals,caught,6,59600,2,9022,2,2,734033,11,0,183.33
{44865},true,Royals,caught,6,10125,4,49247,0,2,729297,7,1,116.66
{45105},true,Kings XI,run out,6,127056,13,0,0,3,1331026,8,1,160
{45257},true,Super Giants,caught,6,51454,3,80607,0,2,1304053,5,0,83.33
"{46533,51455}",true,KKR,run out,6,47055,5,0,0,1,501222,6,0,100
{46533},true,Super Kings,run out,6,9900,1,0,1,2,419116,6,0,100
{48349},true,Super Kings,caught,6,9989,6,1988,0,2,392181,8,1,133.33
"{48739,87603}",true,Kings XI,run out,6,59599,2,0,1,2,1216542,9,0,150
{48965},true,Royals,run out,6,12106,3,0,1,1,392233,4,0,66.66
"{48998,8813}",true,Super Kings,run out,6,7593,7,0,0,1,548306,4,0,66.66
{49039},true,Warriors,caught,6,56442,7,49039,0,2,548375,6,0,100
{49092},true,Daredevils,caught,6,7419,4,9235,1,1,336022,8,0,133.33
"{49247,47252}",true,KKR,run out,6,59741,23,0,1,5,1008027,9,0,450
{50068},true,Royals,caught,6,60806,6,50121,2,2,598047,10,0,166.66
"{50409,15317}",true,Mumbai,run out,6,2347,1,0,0,2,548367,2,0,33.33
{50483},true,Kings XI,run out,6,66358,3,0,0,1,598014,3,0,50
{50483},true,Supergiants,caught,6,50281,4,49247,0,1,980911,5,0,83.33
{50781},true,Super Kings,caught,6,72103,6,70640,1,2,1216492,18,2,300
{50884},true,Chargers,caught,6,9587,5,48319,0,2,548359,4,0,66.66
{50884},true,Royals,caught,6,51096,2,12601,1,1,548354,5,0,83.33
{51181},true,Punjab Kings,caught,6,52161,1,63646,0,2,1304094,1,0,16.66
{51421},true,Kings XI,caught,6,9952,2,51455,0,2,980999,9,1,150
{51421},true,Super Giants,caught,6,104770,10,106837,0,2,1370351,3,0,50
{51454},true,Supergiant,caught,6,44853,6,58274,0,1,1082620,16,2,266.66
{51482},true,Punjab Kings,caught,6,60530,1,54282,0,1,1254071,4,0,66.66
{51482},true,Sunrisers,caught,6,59215,3,7804,1,2,598044,5,0,83.33
{51491},true,Titans,run out,6,95316,2,0,2,1,1304094,9,0,150
{53121},true,Sunrisers,caught,6,51454,4,63477,0,1,1136606,5,0,83.33
{53314},true,Mumbai,caught,6,49040,7,4380,0,2,501270,3,0,50
{53549},true,KKR,caught,6,19647,2,4073,1,1,336025,6,0,100
{53891},true,Super Giants,caught,6,225955,20,237041,1,6,4023132,4,0,100
"{54212,58406}",true,Mumbai,run out,6,59261,8,0,2,2,1304072,14,1,233.33
"{54674,60806}",true,Super Kings,run out,6,72103,8,0,0,1,1254069,13,1,216.66
{55296},true,RCB,stumping,6,71335,7,96617,1,2,1136574,5,0,83.33
{55398},true,Titans,run out,6,49024,1,0,3,1,1304070,12,0,200
{56438},true,Sunrisers,caught,6,47078,3,45554,2,2,981017,11,0,183.33
"{58185,52539}",true,Kings XI,run out,6,48319,10,0,0,2,548309,10,1,166.66
{58274},true,Sunrisers,run out,6,48739,1,0,1,2,1216534,6,0,100
{59266},true,Royals,run out,6,49028,6,0,0,1,734011,8,1,133.33
{59325},true,Warriors,caught,6,26889,5,59325,0,1,548313,3,0,50
{59599},true,Punjab Kings,caught,6,52319,6,108529,0,1,1359488,5,0,83.33
"{59601,4176}",true,Mumbai,run out,6,4382,4,0,1,2,501251,8,0,133.33
"{60806,61325}",true,RCB,run out,6,49752,3,0,0,2,1304059,5,0,83.33
{61634},true,Capitals,run out,6,106418,9,0,0,1,1359508,5,0,83.33
{61634},true,Mumbai,caught,6,63224,6,72379,1,1,1136581,7,0,116.66
{61999},true,Mumbai,caught,6,58406,2,98673,0,1,1254062,2,0,33.33
{61999},true,Royals,caught,6,59832,2,64402,1,2,1254106,6,0,100
{62051},true,Royals,caught,6,60806,3,57196,0,1,1254093,3,0,50
{62457},true,Super Kings,caught,6,62022,8,61797,0,2,1136617,10,1,166.66
"{63509,66722}",true,Super Giants,run out,6,102735,6,0,0,2,1359504,8,0,133.33
"{63509,79597}",true,Royals,run out,6,50281,3,0,0,2,1216507,5,0,83.33
{63646},true,Capitals,caught,6,12894,8,64443,0,1,1216493,4,0,66.66
{66725},true,Daredevils,caught,6,62457,5,61797,1,2,980971,12,1,200
{67296},true,Kings XI,caught,6,51421,8,54212,0,2,1216493,5,0,83.33
{6769},true,Super Kings,caught,6,9989,5,47100,0,1,392202,2,0,33.33
"{70633,49040}",true,Sunrisers,run out,6,48319,10,0,0,1,829815,4,0,66.66
{70640},true,Capitals,caught,6,48739,2,80807,1,1,1304115,5,0,83.33
{70695},true,Mumbai,caught,6,49040,5,67609,0,1,1304048,3,0,50
{7128},true,Daredevils,caught,6,15301,10,19115,0,2,838298,1,0,20
{7129},true,Mumbai,caught,6,48405,3,11399,1,2,548342,12,1,200
{71331},true,Guj Lions,caught,6,75325,6,64244,0,1,1082632,4,0,66.66
{71331},true,Mumbai,run out,6,61990,3,0,0,2,1175358,2,0,33.33
{71335},true,Super Kings,run out,6,66253,6,0,0,2,829821,12,1,200
{72363},true,Titans,caught,6,51216,2,87603,0,2,1359518,0,0,0
{72393},true,Mumbai,caught,6,49040,5,61325,0,1,1175362,5,0,83.33
{74975},true,KKR,caught,6,51012,8,105938,0,2,1359507,9,1,150
{7528},true,Kings XI,caught,6,6315,6,2041,0,2,336013,8,1,133.33
{75347},true,Mumbai,caught,6,75325,2,107007,0,2,1304069,3,0,50
"{7593,44865}",true,KKR,run out,6,7773,2,0,1,2,733971,6,0,100
{7593},true,Guj Lions,caught,6,45257,5,48965,1,2,980949,7,0,116.66
{7630},true,Kings XI,run out,6,11920,2,0,0,1,419108,2,0,33.33
"{7716,8742}",true,Kings XI,run out,6,47186,6,0,3,1,501202,12,0,200
{7716},true,Mumbai,run out,6,98051,20,0,0,3,1065315,4,0,150
"{8107,12701}",true,Chargers,run out,6,12562,9,0,0,1,548321,6,0,100
{83439},true,Sunrisers,run out,6,75311,10,0,2,2,1359499,10,0,166.66
{8539},true,Super Kings,caught,6,8821,6,47123,1,1,419147,6,0,100
"{8742,10386}",true,Kochi,run out,6,12020,9,0,0,1,501207,1,0,16.66
{8813},true,Warriors,stumping,6,2024,2,7139,0,1,548308,3,0,50
{8821},true,Warriors,caught,6,51454,4,45257,0,2,548330,13,1,216.66
{90231},true,Royals,caught,6,96392,6,79597,1,1,1359478,7,0,116.66
{9505},true,Warriors,run out,6,44660,6,0,0,2,598038,2,0,33.33
{95219},true,Kings XI,caught,6,59600,4,70633,0,1,1178399,5,0,83.33
{95319},true,RCB,caught,6,100878,2,59339,0,1,1237178,1,0,16.66
{95320},true,KKR,caught,6,61999,3,79159,1,2,1254109,7,0,116.66
{9639},true,Chargers,caught,6,12562,9,45105,0,1,548346,1,0,16.66
{9639},true,Super Kings,caught,6,49247,7,45105,0,1,548355,9,1,150
{96392},true,Sunrisers,caught,6,104814,6,61325,0,2,1304051,4,0,66.66
{96757},true,Sunrisers,caught,6,80639,7,12894,0,2,1359478,8,1,133.33
{10125},true,Kochi,caught,5,19363,15,58084,1,2,1002450,5,0,125
{101312},true,Royals,caught,5,60806,4,50121,1,2,1359534,4,0,80
{102753},true,Mumbai,caught,5,51421,10,66722,0,2,1370352,2,0,40
{104752},true,KKR,caught,5,94125,3,96335,0,1,1359496,0,0,0
"{10553,53271}",true,Kings XI,run out,5,67455,7,0,1,2,1136600,9,0,180
{106418},true,Sunrisers,caught,5,59610,7,87603,0,2,1304096,7,1,140
{11374},true,Royals,caught,5,49247,7,48373,0,1,336038,7,1,140
"{11399,47289}",true,RCB,run out,5,53754,6,0,0,2,598017,5,0,100
{12106},true,Mumbai,caught,5,45257,4,10125,0,2,336008,1,0,20
{12562},true,Warriors,caught,5,8742,4,12562,1,1,501259,4,0,80
{12619},true,KKR,caught,5,2232,1,61489,0,2,548323,1,0,20
{12928},true,Chargers,run out,5,49330,8,0,0,2,336024,2,0,40
"{15308,7678}",true,RCB,run out,5,75995,6,0,0,1,1082595,9,1,180
{15308},true,Supergiant,caught,5,61999,4,61832,2,2,1082599,10,0,200
"{15317,7593}",true,KKR,run out,5,7773,2,0,2,2,980939,11,0,220
"{15473,47252}",true,Daredevils,run out,5,19627,10,0,0,2,336038,3,0,60
"{15731,7593}",true,Sunrisers,run out,5,52539,1,0,0,1,1136620,5,0,100
"{15887,67296}",true,KKR,run out,5,47185,8,0,1,1,1175365,12,1,240
{17752},true,Chargers,caught,5,4176,2,7129,2,2,419135,9,0,180
{19422},true,Sunrisers,caught,5,51088,3,19422,0,2,1178408,3,0,60
{2121},true,Kings XI,caught,5,7716,5,51453,0,2,336013,2,0,40
{2121},true,RCB,caught,5,2232,1,53549,1,1,336029,5,0,100
"{44853,63477}",true,Mumbai,run out,5,15731,8,0,0,1,1082650,1,0,20
"{45222,51482}",true,KKR,run out,5,10401,8,0,4,1,829761,17,0,340
"{45257,7593}",true,Mumbai,run out,5,63224,7,0,0,2,1254104,4,0,80
"{45592,9989,7593}",true,RCB,run out,5,48319,8,0,0,2,335996,6,0,120
"{46533,46597}",true,Kings XI,run out,5,66722,10,0,0,1,1136608,3,0,60
{46933},true,Mumbai,run out,5,19392,9,0,0,3,1378178,0,0,0
{47055},true,Supergiants,caught,5,51096,1,54282,0,2,980943,0,0,0
{47184},true,Mumbai,caught,5,48349,7,12020,0,2,336028,5,0,100
{47289},true,Chargers,caught,5,47123,9,9815,0,2,419141,3,0,60
{47324},true,Super Kings,caught,5,49342,1,47324,0,2,598026,3,0,60
"{47391,3947}",true,Kings XI,run out,5,6259,3,0,0,2,392204,3,0,60
"{48277,8813}",true,Royals,run out,5,101780,10,0,0,2,1254106,1,0,20
{48277},true,Royals,caught,5,59261,9,64402,1,2,1254106,6,0,120
{48381},true,Kings XI,run out,5,61489,11,0,0,2,501264,0,0,0
{48405},true,Supergiant,caught,5,59599,2,53716,1,2,1082592,6,0,120
{48431},true,Warriors,caught,5,2024,3,44853,0,1,501259,0,0,0
"{48739,54282}",true,Supergiant,run out,5,47624,7,0,1,1,1082634,9,0,180
{48863},true,Chargers,caught,5,4176,1,11399,2,2,419156,9,0,180
{49039},true,RCB,caught,5,101312,9,114312,0,2,1359483,1,0,20
"{49040,10556}",true,Royals,run out,5,49108,8,0,0,2,829769,6,0,120
{49040},true,Daredevils,run out,5,2314,6,0,0,2,419152,2,0,40
{49092},true,KKR,caught,5,47055,2,7678,0,1,501255,2,0,40
{49106},true,Royals,caught,5,60806,3,51092,0,2,1136592,3,0,60
"{49108,46597}",true,Kings XI,run out,5,69114,11,0,0,1,1136608,1,0,20
"{49108,9900}",true,KKR,run out,5,49106,6,0,0,1,980909,4,0,80
{49193},true,Sunrisers,run out,5,47347,8,0,0,1,980943,5,0,100
"{49247,7593}",true,KKR,run out,5,149685,18,0,0,3,2046266,5,0,200
"{49357,7773}",true,Daredevils,run out,5,51057,6,0,0,1,1082622,2,0,40
{49958},true,Capitals,caught,5,72393,6,51092,1,1,1237181,5,0,100
"{50281,7136}",true,Kings XI,run out,5,7793,2,0,0,2,548313,1,0,20
{50771},true,Punjab Kings,caught,5,104281,7,67609,0,1,1359533,2,0,40
{51092},true,Guj Lions,caught,5,56438,1,54282,1,1,981017,5,0,100
"{51096,49357}",true,Mumbai,run out,5,103701,9,0,0,2,1304102,3,0,60
"{51421,7593}",true,Punjab Kings,run out,5,56511,3,0,0,1,1304057,9,1,180
"{51454,8742}",true,Kings XI,run out,5,11399,6,0,2,1,419136,16,1,320
"{51454,8742}",true,Royals,run out,5,61832,7,0,0,1,829811,4,0,80
{52241},true,Titans,caught,5,95316,2,49108,1,1,1304081,7,0,140
{52290},true,RCB,caught,5,66358,2,54222,0,2,1136579,2,0,40
{52319},true,Capitals,caught,5,53649,5,104281,1,2,1359533,5,0,100
{53121},true,RCB,run out,5,58274,9,0,0,1,1136595,1,0,20
{53268},true,Kings XI,caught,5,67455,5,60737,0,2,1136598,4,0,80
{53320},true,Capitals,caught,5,71331,3,96392,0,2,1178415,4,0,80
{53439},true,Sunrisers,caught,5,51216,1,59261,1,2,1136564,5,0,100
"{53548,8813}",true,Royals,run out,5,8021,4,0,0,2,419134,2,0,40
{53649},true,Punjab Kings,caught,5,15887,3,49327,0,1,1359533,7,1,140
{53891},true,Sunrisers,run out,5,64479,5,0,0,2,980935,5,0,100
{54010},true,Warriors,run out,5,48965,11,0,0,1,548319,2,0,40
{54222},true,Super Giants,caught,5,58406,1,51367,0,2,1304077,3,0,60
{54314},true,Super Kings,caught,5,7593,5,63651,0,1,1216509,3,0,60
{54460},true,Sunrisers,caught,5,48739,1,75311,0,2,1216502,8,1,160
{54674},true,Sunrisers,caught,5,149602,13,109348,0,4,2390667,0,0,0
{57444},true,Kings XI,run out,5,48319,9,0,1,1,548369,8,0,160
{58274},true,KKR,run out,5,5966,9,0,0,1,548307,9,1,180
{58299},true,KKR,run out,5,3328,9,0,0,2,829791,5,0,100
{59599},true,Chargers,caught,5,12049,4,51196,0,1,548376,1,0,20
{59600},true,Guj Lions,caught,5,15716,3,61832,0,1,980945,2,0,40
{5966},true,Royals,caught,5,15473,3,5966,1,2,335987,7,0,140
"{60530,69114}",true,KKR,run out,5,70411,4,0,0,1,1136578,3,0,60
"{60628,63646}",true,Royals,run out,5,83915,9,0,0,1,1312200,8,1,160
{62051},true,Capitals,caught,5,95315,1,62051,1,2,1254070,7,0,140
"{6259,9587}",true,Super Kings,run out,5,15267,9,0,0,1,392234,1,0,20
{63224},true,Supergiants,caught,5,51096,1,53716,0,1,980957,4,0,80
{63522},true,Capitals,caught,5,86165,5,58274,0,2,1304087,2,0,40
{63523},true,Sunrisers,caught,5,62182,7,45257,1,1,829773,8,0,160
{63646},true,Supergiant,run out,5,7593,6,0,0,2,1082642,5,0,100
{63651},true,Punjab Kings,caught,5,56511,3,63477,1,2,1304110,4,0,80
{64402},true,Capitals,caught,5,67455,7,81147,0,1,1254092,0,0,0
{64864},true,Mumbai,caught,5,111629,5,120836,0,2,2482498,1,0,33.33
"{67296,59260,89165}",true,KKR,run out,5,95316,6,0,0,1,1175365,4,0,80
{67458},true,Mumbai,caught,5,106811,2,158214,0,2,2197449,1,0,33.33
{70277},true,Titans,caught,5,53891,6,79597,1,1,1359536,7,0,140
"{7139,8813}",true,Super Kings,run out,5,12894,9,0,0,1,548306,3,0,60
{72393},true,Punjab Kings,caught,5,75315,6,73507,0,1,1254086,4,0,80
{72397},true,Capitals,caught,5,95315,3,63646,1,1,1359481,7,0,140
{7447},true,KKR,caught,5,49327,10,7447,1,1,336021,4,0,80
{75325},true,Mumbai,caught,5,70633,7,75993,0,2,1082625,4,0,80
{75993},true,Kings XI,run out,5,51216,7,0,0,1,1082616,10,1,200
"{7630,12402}",true,Royals,run out,5,15473,2,0,2,1,335984,10,0,200
{7634},true,RCB,run out,5,7130,2,0,1,2,336002,5,0,100
"{7678,58406}",true,Kings XI,run out,5,9952,3,0,0,1,980971,1,0,20
"{7678,59600,58406}",true,Kings XI,run out,5,49342,1,0,0,1,980913,1,0,20
{7773},true,RCB,run out,5,15317,7,0,0,2,501255,1,0,20
"{7781,12701}",true,Super Kings,run out,5,12894,9,0,1,1,548316,8,0,160
"{7781,8813}",true,Royals,run out,5,7632,3,0,0,2,336015,1,0,20
{7781},true,Daredevils,caught,5,59599,2,10130,0,1,734039,2,0,40
{79151},true,Titans,caught,5,77887,5,12562,0,1,1359504,3,0,60
{8021},true,Chargers,caught,5,50810,9,44876,0,1,419126,10,1,200
{8021},true,Chargers,run out,5,8163,7,0,0,1,419126,2,0,40
{80425},true,Royals,caught,5,96392,6,101780,0,1,1304104,9,1,180
{8107},true,Daredevils,caught,5,7781,2,48249,0,2,392194,7,1,140
{81197},true,Titans,caught,5,70633,4,103588,0,2,1304089,3,0,60
{84225},true,RCB,caught,5,9900,6,59261,1,1,1178424,8,0,160
{86165},true,Sunrisers,run out,5,126276,17,0,0,2,2435871,4,0,100
"{8807,49247}",true,Warriors,run out,5,50121,7,0,0,2,501207,1,0,20
{8813},true,Punjab Kings,stumping,5,75315,9,78239,0,2,1359501,7,1,140
"{8821,7593}",true,Mumbai,run out,5,7519,7,0,0,2,419142,4,0,80
{8989},true,Royals,caught,5,48349,6,6253,1,1,501258,5,0,100
"{8999,48431}",true,Warriors,run out,5,44930,3,0,1,2,598011,4,0,80
{9505},true,Mumbai,caught,5,48405,4,9505,0,1,598073,2,0,40
{95320},true,Super Kings,caught,5,52241,5,12562,0,2,1136612,1,0,20
{95323},true,Super Kings,caught,5,80845,15,112690,0,3,2558199,4,0,100
{95429},true,KKR,caught,5,51012,6,62490,1,2,1304060,11,1,220
{9587},true,Mumbai,stumping,5,15317,4,47185,0,1,419146,4,0,80
{9639},true,Daredevils,caught,5,48965,11,45105,0,1,501201,0,0,0
{9639},true,Royals,caught,5,3328,9,47100,0,2,548317,2,0,40
{9815},true,Chargers,caught,5,9925,3,8399,0,1,392205,1,0,20
"{9900,49108}",true,Royals,run out,5,60737,6,0,0,1,1136613,14,2,280
{9900},true,Warriors,stumping,5,7716,4,12562,0,2,598000,2,0,40
{9989},true,Chargers,caught,5,3317,3,15716,0,2,392196,4,0,80
{10125},true,Sunrisers,run out,4,12701,7,0,1,1,981019,7,0,175
"{10130,48431}",true,Royals,run out,4,10553,4,0,0,1,598019,4,0,100
{102738},true,Capitals,caught,4,110977,5,89779,0,1,1359490,2,0,50
{103701},true,Sunrisers,caught,4,80639,5,51421,0,1,1359543,1,0,25
{10384},true,Sunrisers,run out,4,15887,2,0,0,2,981017,0,0,0
{10384},true,Super Kings,caught,4,46933,1,5966,0,1,548347,3,0,75
"{104396,75325}",true,Titans,run out,4,60628,6,0,0,2,1304097,3,0,75
{104770},true,Super Kings,run out,4,95094,2,0,0,1,1304053,1,0,25
{10553},true,Kochi,caught,4,49193,7,9815,0,1,501225,1,0,25
{110107},true,Titans,caught,4,70633,5,87603,1,2,1359481,5,0,125
{11930},true,Royals,caught,4,10406,2,47695,0,2,392230,0,0,0
"{12562,70405}",true,Royals,run out,4,60806,4,0,0,2,1359500,2,0,50
{15308},true,Guj Lions,run out,4,45554,1,0,2,1,1082632,9,0,225
{15308},true,Warriors,caught,4,2024,3,47289,0,1,548337,1,0,25
{15473},true,Sunrisers,run out,4,15731,8,0,0,1,734015,4,0,100
{17752},true,KKR,caught,4,48277,7,10556,0,1,548315,4,0,100
{19627},true,Royals,caught,4,47252,9,19627,0,1,336038,2,0,50
{1988},true,Chargers,caught,4,47123,8,7139,0,1,392192,4,0,100
"{2281,52539}",true,Super Kings,run out,4,9022,9,0,0,2,336029,0,0,0
{35344},true,Daredevils,stumping,4,58274,10,7139,0,1,501201,0,0,0
{4380},true,KKR,caught,4,45358,6,2041,0,1,548315,3,0,75
{44946},true,Super Kings,caught,4,9505,5,46591,0,1,501226,0,0,0
{45257},true,Mumbai,run out,4,49040,4,0,0,2,829789,1,0,25
{46206},true,Kings XI,caught,4,50884,8,46206,1,1,548343,6,0,150
"{46533,8813}",true,Super Kings,run out,4,2041,10,0,0,1,392206,3,0,75
"{47055,11920}",true,Sunrisers,run out,4,12049,4,0,0,2,598069,2,0,50
{47123},true,Royals,run out,4,2000,8,0,0,1,419141,1,0,25
{47154},true,Super Kings,caught,4,53549,8,48319,1,2,336029,4,0,100
"{47289,48277}",true,RCB,run out,4,59610,7,0,0,2,829713,1,0,25
{47347},true,Supergiant,run out,4,61999,2,0,0,1,1082634,1,0,25
"{48128,9257}",true,Super Kings,run out,4,2121,2,0,0,2,336033,7,1,175
{48373},true,Mumbai,caught,4,45257,5,8270,0,1,336004,2,0,50
{48381},true,Daredevils,caught,4,48739,1,47154,0,1,598010,0,0,0
"{48739,8813}",true,Mumbai,run out,4,51098,10,0,0,1,392215,1,0,25
{48777},true,Daredevils,caught,4,71331,2,51455,0,2,980921,0,0,0
{48777},true,RCB,caught,4,54222,5,98673,1,2,1359510,5,0,125
{49106},true,KKR,caught,4,47185,9,54222,0,2,1136586,2,0,50
"{49247,9257}",true,Kings XI,run out,4,49005,7,0,0,1,335987,4,0,100
"{49327,44829}",true,Kings XI,run out,4,59325,9,0,0,2,598056,3,0,75
"{49752,9900}",true,Sunrisers,run out,4,133442,18,0,0,2,2273198,2,0,133.33
{50121},true,Sunrisers,caught,4,80639,7,87477,1,1,1359539,5,0,125
{50281},true,Kings XI,run out,4,7781,2,0,0,2,829741,1,0,25
"{50409,46533}",true,Kings XI,run out,4,4173,5,0,0,2,548350,2,0,50
{50884},true,Super Kings,run out,4,7593,6,0,0,2,548343,1,0,25
{51050},true,Royals,run out,4,9982,3,0,0,1,501214,3,0,75
{51088},true,Royals,run out,4,53268,2,0,1,1,1136564,4,0,100
{51088},true,Super Giants,caught,4,58406,2,75311,0,1,1304058,1,0,25
{51096},true,Capitals,run out,4,50771,4,0,1,2,1359529,5,0,125
{51096},true,Super Giants,caught,4,123961,12,207929,0,2,2719038,1,0,33.33
{51181},true,RCB,caught,4,8742,2,7804,0,1,392194,3,0,75
{51181},true,Super Kings,run out,4,15716,6,0,0,1,336001,3,0,75
{53320},true,Daredevils,run out,4,60806,1,0,0,1,1082642,2,0,50
{53754},true,Warriors,stumping,4,15732,9,7568,1,2,598027,5,0,125
"{53891,60806}",true,Capitals,run out,4,12894,9,0,1,1,1254064,7,0,175
{54222},true,Titans,caught,4,95316,2,51367,0,1,1304113,1,0,25
{54283},true,RCB,caught,4,9900,1,61797,0,1,1136611,1,0,25
{55296},true,Supergiants,caught,4,7593,4,7804,1,2,980943,5,0,125
"{57609,54222}",true,RCB,run out,4,4380,7,0,0,1,548310,3,0,75
"{58274,101339}",true,Sunrisers,run out,4,95320,6,0,1,2,1216534,7,0,175
{58403},true,KKR,caught,4,58274,10,101991,0,2,1359507,4,0,100
{59215},true,Kings XI,caught,4,4173,7,12562,1,1,598021,4,0,100
{59260},true,Supergiants,caught,4,59827,10,60834,0,4,1961862,2,0,66.66
{59261},true,Kings XI,run out,4,47055,4,0,1,1,1082645,4,0,100
{59601},true,Guj Lions,caught,4,45554,1,61325,0,2,1082610,1,0,25
{59601},true,Warriors,caught,4,50810,9,6769,0,1,548319,2,0,50
{59832},true,Super Giants,caught,4,102735,6,67296,0,1,1304088,4,0,100
{60737},true,Royals,caught,4,96392,7,59339,0,1,1304066,8,1,200
"{61479,60530}",true,Guj Lions,run out,4,51098,10,0,2,1,981013,10,0,250
{61489},true,Mumbai,caught,4,51098,9,61489,0,2,501251,2,0,50
{61797},true,Punjab Kings,caught,4,70405,5,61797,0,1,1254107,8,1,200
"{61990,8742}",true,Daredevils,run out,4,86165,8,0,0,1,980951,4,0,100
{61990},true,Sunrisers,run out,4,48277,5,0,0,1,1136583,2,0,50
"{63509,52161}",true,KKR,run out,4,8813,5,0,1,1,1178413,6,0,150
{63509},true,Kings XI,run out,4,66116,8,0,0,1,1216498,4,0,100
"{63646,70405}",true,KKR,run out,4,70411,3,0,0,1,1216523,2,0,50
{63646},true,KKR,run out,4,70695,7,0,0,1,1254102,2,0,50
{63651},true,Royals,caught,4,60806,4,67609,0,1,1359485,0,0,0
{66183},true,Royals,stumping,4,81197,4,61325,0,1,1254103,3,0,75
{67455},true,KKR,run out,4,10401,7,0,0,2,829791,2,0,50
{68885},true,KKR,caught,4,51012,6,19422,1,1,1178404,10,1,250
{68885},true,Sunrisers,caught,4,64479,6,66941,0,1,1136620,3,0,75
"{70405,79597}",true,Titans,run out,4,60628,7,0,1,1,1304067,6,0,150
{70405},true,Sunrisers,stumping,4,84027,6,104770,0,1,1359484,3,0,75
"{70411,8813}",true,Sunrisers,run out,4,62457,7,0,0,1,1136619,8,1,200
{70633},true,Punjab Kings,caught,4,7568,3,49040,0,1,1254099,1,0,25
"{71331,58406}",true,Mumbai,run out,4,9900,2,0,0,2,980933,1,0,25
"{72363,87603}",true,Punjab Kings,run out,4,75315,8,0,0,1,1359533,2,0,50
{72379},true,Super Kings,run out,4,15716,3,0,1,2,1178400,4,0,100
{72393},true,Super Giants,caught,4,64479,5,12894,0,1,1359500,2,0,50
{72397},true,Sunrisers,run out,4,75311,6,0,0,1,1304086,3,0,75
{7419},true,Daredevils,caught,4,11399,8,7678,0,2,548372,4,0,100
{75325},true,Kings XI,caught,4,121667,12,115897,0,3,2117565,1,0,50
"{7593,7804}",true,Daredevils,run out,4,12562,9,0,0,2,829707,4,0,100
{7773},true,Royals,run out,4,51096,2,0,0,1,548312,0,0,0
{7786},true,Chargers,caught,4,8040,7,2024,0,2,336014,2,0,50
{7804},true,Super Kings,caught,4,9505,5,7804,1,1,392206,6,0,150
"{79159,51216}",true,Daredevils,run out,4,12701,5,0,0,1,1136596,1,0,25
"{8040,9570}",true,RCB,run out,4,48319,8,0,2,1,336034,8,0,200
{80639},true,Super Kings,caught,4,8999,5,101780,0,1,1254089,2,0,50
"{84635,61325}",true,RCB,run out,4,8813,7,0,1,2,1304085,6,0,150
"{8742,2228}",true,KKR,run out,4,7786,2,0,0,1,336021,1,0,25
{8742},true,Kochi,caught,4,16699,5,60683,0,2,1002414,2,0,66.66
{89165},true,Kings XI,caught,4,72103,6,89165,0,1,1178412,0,0,0
{9022},true,Warriors,caught,4,58365,10,9022,0,2,598053,1,0,25
{9257},true,Kings XI,stumping,4,6315,4,51109,0,1,335987,2,0,50
{9492},true,Warriors,caught,4,50121,7,45105,0,2,548351,2,0,50
"{9505,12894}",true,Warriors,run out,4,47308,7,0,0,2,598038,2,0,50
{9505},true,Warriors,caught,4,50771,5,45257,0,1,598015,2,0,50
{96335},true,RCB,caught,4,101312,3,50789,1,1,1359528,6,0,150
{96617},true,KKR,caught,4,51012,5,70633,0,2,1136601,2,0,50
{96803},true,Capitals,caught,4,86109,6,51367,0,2,1304073,1,0,25
{-},false,Super Kings,retired not out,3,8999,4,0,0,1,1254104,0,0,0
{10129},true,RCB,run out,3,2232,4,0,0,1,336006,0,0,0
{103766},true,KKR,caught,3,51012,6,101430,1,1,1216523,5,0,166.66
{104396},true,RCB,caught,3,8813,3,96335,0,2,1359479,0,0,0
{104396},true,Super Giants,caught,3,54212,4,80807,0,1,1304083,0,0,0
"{10553,10125}",true,Kings XI,run out,3,47308,5,0,0,1,501220,1,0,33.33
"{10553,61479,58185}",true,Sunrisers,run out,3,15731,9,0,0,1,598065,4,0,133.33
{108529},true,KKR,caught,3,90143,2,54282,0,2,1359493,0,0,0
{11920},true,Daredevils,caught,3,7419,3,12020,0,2,419108,0,0,0
"{12084,8999}",true,KKR,run out,3,52539,2,0,0,1,501267,1,0,33.33
"{12562,8813}",true,Royals,run out,3,6769,7,0,0,1,419111,3,0,100
"{12894,7593}",true,Mumbai,run out,3,7678,9,0,0,2,419165,1,0,33.33
{15317},true,Daredevils,run out,3,62051,8,0,0,1,980965,1,0,33.33
"{15716,66253}",true,Sunrisers,run out,3,35812,4,0,0,2,734029,7,1,233.33
{15716},true,Sunrisers,run out,3,62182,3,0,0,1,598030,2,0,66.66
{15716},true,Supergiant,caught,3,51096,1,48319,0,1,1082603,0,0,0
{15731},true,Super Kings,caught,3,7593,4,49193,0,1,598051,4,0,133.33
{19422},true,KKR,caught,3,51454,3,66143,0,2,829739,0,0,0
{35384},true,Sunrisers,run out,3,12701,5,0,0,1,829799,2,0,66.66
{4380},true,Kochi,caught,3,10556,8,7678,0,1,501247,3,0,100
{44691},true,RCB,caught,3,49752,7,47184,0,1,392191,2,0,66.66
{44930},true,Chargers,caught,3,20247,9,49127,0,2,811390,0,0,0
